1772219448.39996_7419.mark-pc-ubuntu,U=7419
1772428857.732433_9963.mark-pc-ubuntu,U=135099
1772312884.161440_12957.mark-pc-ubuntu,U=82321
1772505652.1420016_1338.mark-pc-ubuntu,U=176248
1772454177.732433_34557.mark-pc-ubuntu,U=159693
1772510939.1420016_8528.mark-pc-ubuntu,U=183438
1772414416.454304_8493.mark-pc-ubuntu,U=109566
1772222453.39996_15227.mark-pc-ubuntu,U=15227
1772222957.39996_16593.mark-pc-ubuntu,U=16593
1772417346.454304_12265.mark-pc-ubuntu,U=113338
1772228009.39996_27884.mark-pc-ubuntu,U=27884
1772449034.732433_32013.mark-pc-ubuntu,U=157149
1772440029.732433_25084.mark-pc-ubuntu,U=150220
1772443855.732433_28573.mark-pc-ubuntu,U=153709
1772425312.732433_4389.mark-pc-ubuntu,U=129525
1772508115.1420016_4717.mark-pc-ubuntu,U=179627
1772418792.454304_17522.mark-pc-ubuntu,U=118595
1772425162.732433_4027.mark-pc-ubuntu,U=129163
1772436372.732433_20703.mark-pc-ubuntu,U=145839
1772227827.39996_27423.mark-pc-ubuntu,U=27423
1772481911.732433_42780.mark-pc-ubuntu,U=167916
1772540539.1420016_41921.mark-pc-ubuntu,U=216831
1772510328.1420016_7581.mark-pc-ubuntu,U=182491
1772225731.39996_22974.mark-pc-ubuntu,U=22974
1772417616.454304_14023.mark-pc-ubuntu,U=115096
1772323452.161440_28702.mark-pc-ubuntu,U=98066
1772415202.454304_9583.mark-pc-ubuntu,U=110656
1772235743.39996_43066.mark-pc-ubuntu,U=43066
1772526576.1420016_29354.mark-pc-ubuntu,U=204264
1772413880.454304_6007.mark-pc-ubuntu,U=107080
1772445167.732433_29567.mark-pc-ubuntu,U=154703
1772516856.1420016_16379.mark-pc-ubuntu,U=191289
1772429358.732433_10971.mark-pc-ubuntu,U=136107
1772413927.454304_6462.mark-pc-ubuntu,U=107535
1772456892.732433_35693.mark-pc-ubuntu,U=160829
1772219735.39996_9119.mark-pc-ubuntu,U=9119
1772234992.39996_41751.mark-pc-ubuntu,U=41751
1772417293.454304_11724.mark-pc-ubuntu,U=112797
1772419500.454304_18498.mark-pc-ubuntu,U=119571
1772514491.1420016_13411.mark-pc-ubuntu,U=188321
1772414026.454304_7142.mark-pc-ubuntu,U=108215
1772413686.454304_3739.mark-pc-ubuntu,U=104812
1772532098.1420016_35358.mark-pc-ubuntu,U=210268
1772417645.454304_14211.mark-pc-ubuntu,U=115284
1772229602.39996_31622.mark-pc-ubuntu,U=31622
1772257336.39996_66800.mark-pc-ubuntu,U=66800
1772247106.39996_59023.mark-pc-ubuntu,U=59023
1772238443.39996_47732.mark-pc-ubuntu,U=47732
1772242431.39996_53061.mark-pc-ubuntu,U=53061
1772555784.1420016_49514.mark-pc-ubuntu,U=224424
1772244097.39996_55321.mark-pc-ubuntu,U=55321
1772246025.39996_57597.mark-pc-ubuntu,U=57597
1772417380.454304_12588.mark-pc-ubuntu,U=113661
1772244249.39996_55474.mark-pc-ubuntu,U=55474
1772526534.1420016_29304.mark-pc-ubuntu,U=204214
1772421045.454304_20442.mark-pc-ubuntu,U=121515
1772242938.39996_53796.mark-pc-ubuntu,U=53796
1772226525.39996_24226.mark-pc-ubuntu,U=24226
1772546510.1420016_45287.mark-pc-ubuntu,U=220197
1772515490.1420016_14783.mark-pc-ubuntu,U=189693
1772510245.1420016_7463.mark-pc-ubuntu,U=182373
1772585946.2143882_1879.mark-pc-ubuntu,U=233750
1772220054.39996_11517.mark-pc-ubuntu,U=11517
1772519082.1420016_19646.mark-pc-ubuntu,U=194556
1772248411.39996_60453.mark-pc-ubuntu,U=60453
1772505792.1420016_1473.mark-pc-ubuntu,U=176383
1772255757.39996_65972.mark-pc-ubuntu,U=65972
1772516986.1420016_16553.mark-pc-ubuntu,U=191463
1772421627.454304_22338.mark-pc-ubuntu,U=123411
1772425064.732433_3736.mark-pc-ubuntu,U=128872
1772425818.732433_5642.mark-pc-ubuntu,U=130778
1772262139.39996_69034.mark-pc-ubuntu,U=69034
1772322345.161440_27159.mark-pc-ubuntu,U=96523
1772218913.39996_3535.mark-pc-ubuntu,U=3535
1772536199.1420016_38848.mark-pc-ubuntu,U=213758
1772435500.732433_19630.mark-pc-ubuntu,U=144766
1772229240.39996_30957.mark-pc-ubuntu,U=30957
1772316205.161440_17693.mark-pc-ubuntu,U=87057
1772220775.39996_13162.mark-pc-ubuntu,U=13162
1772248234.39996_60267.mark-pc-ubuntu,U=60267
1772218970.39996_3892.mark-pc-ubuntu,U=3892
1772442334.732433_27347.mark-pc-ubuntu,U=152483
1772228910.39996_30260.mark-pc-ubuntu,U=30260
1772425114.732433_3895.mark-pc-ubuntu,U=129031
1772507487.1420016_3889.mark-pc-ubuntu,U=178799
1772509613.1420016_6438.mark-pc-ubuntu,U=181348
1772305947.161440_3313.mark-pc-ubuntu,U=72677
1772454370.732433_34643.mark-pc-ubuntu,U=159779
1772429618.732433_11419.mark-pc-ubuntu,U=136555
1772414197.454304_7923.mark-pc-ubuntu,U=108996
1772458392.732433_36268.mark-pc-ubuntu,U=161404
1772433742.732433_17304.mark-pc-ubuntu,U=142440
1772218626.39996_1625.mark-pc-ubuntu,U=1625
1772227908.39996_27641.mark-pc-ubuntu,U=27641
1772462248.732433_37616.mark-pc-ubuntu,U=162752
1772413742.454304_4367.mark-pc-ubuntu,U=105440
1772531903.1420016_35156.mark-pc-ubuntu,U=210066
1772481186.732433_42622.mark-pc-ubuntu,U=167758
1772541817.1420016_42687.mark-pc-ubuntu,U=217597
1772301954.161440_397.mark-pc-ubuntu,U=69761
1772524724.1420016_26940.mark-pc-ubuntu,U=201850
1772310093.161440_9014.mark-pc-ubuntu,U=78378
1772420444.454304_19442.mark-pc-ubuntu,U=120515
1772243981.39996_55192.mark-pc-ubuntu,U=55192
1772467870.732433_39339.mark-pc-ubuntu,U=164475
1772418497.454304_16976.mark-pc-ubuntu,U=118049
1772417676.454304_14382.mark-pc-ubuntu,U=115455
1772237824.39996_46704.mark-pc-ubuntu,U=46704
1772227398.39996_26239.mark-pc-ubuntu,U=26239
1772302097.161440_453.mark-pc-ubuntu,U=69817
1772510274.1420016_7505.mark-pc-ubuntu,U=182415
1772220792.39996_13185.mark-pc-ubuntu,U=13185
1772502079.732433_47808.mark-pc-ubuntu,U=172944
1772237316.39996_45849.mark-pc-ubuntu,U=45849
1772254997.39996_65530.mark-pc-ubuntu,U=65530
1772322387.161440_27199.mark-pc-ubuntu,U=96563
1772413958.454304_6725.mark-pc-ubuntu,U=107798
1772424950.732433_3483.mark-pc-ubuntu,U=128619
1772230141.39996_32842.mark-pc-ubuntu,U=32842
1772500550.732433_46980.mark-pc-ubuntu,U=172116
1772439775.732433_24816.mark-pc-ubuntu,U=149952
1772256962.39996_66611.mark-pc-ubuntu,U=66611
1772244832.39996_56097.mark-pc-ubuntu,U=56097
1772524157.1420016_26090.mark-pc-ubuntu,U=201000
1772327981.29350_1013.mark-pc-ubuntu,U=100668
1772320567.161440_24799.mark-pc-ubuntu,U=94163
1772486279.732433_43687.mark-pc-ubuntu,U=168823
1772256244.39996_66244.mark-pc-ubuntu,U=66244
1772519625.1420016_20313.mark-pc-ubuntu,U=195223
1772513823.1420016_12391.mark-pc-ubuntu,U=187301
1772439580.732433_24598.mark-pc-ubuntu,U=149734
1772433763.732433_17333.mark-pc-ubuntu,U=142469
1772417309.454304_11894.mark-pc-ubuntu,U=112967
1772238532.39996_47875.mark-pc-ubuntu,U=47875
1772437563.732433_22177.mark-pc-ubuntu,U=147313
1772535323.1420016_38128.mark-pc-ubuntu,U=213038
1772473377.732433_40804.mark-pc-ubuntu,U=165940
1772425889.732433_5791.mark-pc-ubuntu,U=130927
1772219268.39996_6284.mark-pc-ubuntu,U=6284
1772435435.732433_19550.mark-pc-ubuntu,U=144686
1772431006.732433_13492.mark-pc-ubuntu,U=138628
1772528330.1420016_31413.mark-pc-ubuntu,U=206323
1772520166.1420016_20895.mark-pc-ubuntu,U=195805
1772529707.1420016_32995.mark-pc-ubuntu,U=207905
1772558274.1420016_50513.mark-pc-ubuntu,U=225423
1772444517.732433_29083.mark-pc-ubuntu,U=154219
1772308021.161440_5643.mark-pc-ubuntu,U=75007
1772248796.39996_60842.mark-pc-ubuntu,U=60842
1772546713.1420016_45396.mark-pc-ubuntu,U=220306
1772240994.39996_51184.mark-pc-ubuntu,U=51184
1772431207.732433_13744.mark-pc-ubuntu,U=138880
1772311759.161440_11036.mark-pc-ubuntu,U=80400
1772310157.161440_9098.mark-pc-ubuntu,U=78462
1772425319.732433_4404.mark-pc-ubuntu,U=129540
1772516834.1420016_16357.mark-pc-ubuntu,U=191267
1772229854.39996_32027.mark-pc-ubuntu,U=32027
1772310722.161440_9810.mark-pc-ubuntu,U=79174
1772445181.732433_29578.mark-pc-ubuntu,U=154714
1772432106.732433_14920.mark-pc-ubuntu,U=140056
1772417833.454304_15062.mark-pc-ubuntu,U=116135
1772232539.39996_37906.mark-pc-ubuntu,U=37906
1772319102.161440_21793.mark-pc-ubuntu,U=91157
1772434987.732433_18992.mark-pc-ubuntu,U=144128
1772224471.39996_21256.mark-pc-ubuntu,U=21256
1772218789.39996_2768.mark-pc-ubuntu,U=2768
1772439795.732433_24833.mark-pc-ubuntu,U=149969
1772218557.39996_1080.mark-pc-ubuntu,U=1080
1772230999.39996_35181.mark-pc-ubuntu,U=35181
1772417961.454304_15597.mark-pc-ubuntu,U=116670
1772556756.1420016_49893.mark-pc-ubuntu,U=224803
1772471478.732433_40322.mark-pc-ubuntu,U=165458
1772306155.161440_3585.mark-pc-ubuntu,U=72949
1772306367.161440_3846.mark-pc-ubuntu,U=73210
1772221174.39996_13614.mark-pc-ubuntu,U=13614
1772246019.39996_57587.mark-pc-ubuntu,U=57587
1772421504.454304_21917.mark-pc-ubuntu,U=122990
1772421415.454304_21605.mark-pc-ubuntu,U=122678
1772432111.732433_14927.mark-pc-ubuntu,U=140063
1772250784.39996_62608.mark-pc-ubuntu,U=62608
1772413637.454304_3197.mark-pc-ubuntu,U=104270
1772503207.732433_48974.mark-pc-ubuntu,U=174110
1772231373.39996_36134.mark-pc-ubuntu,U=36134
1772417626.454304_14093.mark-pc-ubuntu,U=115166
1772320305.161440_24362.mark-pc-ubuntu,U=93726
1772418798.454304_17533.mark-pc-ubuntu,U=118606
1772222327.39996_14797.mark-pc-ubuntu,U=14797
1772312303.161440_11932.mark-pc-ubuntu,U=81296
1772231489.39996_36374.mark-pc-ubuntu,U=36374
1772219168.39996_5311.mark-pc-ubuntu,U=5311
1772464906.732433_38463.mark-pc-ubuntu,U=163599
1772219058.39996_4504.mark-pc-ubuntu,U=4504
1772550250.1420016_47118.mark-pc-ubuntu,U=222028
1772423491.732433_432.mark-pc-ubuntu,U=125568
1772516335.1420016_15792.mark-pc-ubuntu,U=190702
1772480234.732433_42414.mark-pc-ubuntu,U=167550
1772430378.732433_12668.mark-pc-ubuntu,U=137804
1772222618.39996_15727.mark-pc-ubuntu,U=15727
1772223500.39996_18225.mark-pc-ubuntu,U=18225
1772260150.39996_68164.mark-pc-ubuntu,U=68164
1772417353.454304_12327.mark-pc-ubuntu,U=113400
1772313911.161440_14480.mark-pc-ubuntu,U=83844
1772324216.5014_563.mark-pc-ubuntu,U=98999
1772413678.454304_3650.mark-pc-ubuntu,U=104723
1772234294.39996_40353.mark-pc-ubuntu,U=40353
1772226260.39996_23728.mark-pc-ubuntu,U=23728
1772432219.732433_15067.mark-pc-ubuntu,U=140203
1772532892.1420016_36114.mark-pc-ubuntu,U=211024
1772500124.732433_46732.mark-pc-ubuntu,U=171868
1772413724.454304_4121.mark-pc-ubuntu,U=105194
1772432343.732433_15255.mark-pc-ubuntu,U=140391
1772250394.39996_62281.mark-pc-ubuntu,U=62281
1772317332.161440_19452.mark-pc-ubuntu,U=88816
1772522787.1420016_24515.mark-pc-ubuntu,U=199425
1772425678.732433_5298.mark-pc-ubuntu,U=130434
1772427532.732433_7839.mark-pc-ubuntu,U=132975
1772417640.454304_14171.mark-pc-ubuntu,U=115244
1772531161.1420016_34391.mark-pc-ubuntu,U=209301
1772502778.732433_48426.mark-pc-ubuntu,U=173562
1772423589.732433_710.mark-pc-ubuntu,U=125846
1772322623.161440_27483.mark-pc-ubuntu,U=96847
1772223991.39996_20063.mark-pc-ubuntu,U=20063
1772414370.454304_8391.mark-pc-ubuntu,U=109464
1772219251.39996_6095.mark-pc-ubuntu,U=6095
1772233510.39996_39217.mark-pc-ubuntu,U=39217
1772504636.1420016_308.mark-pc-ubuntu,U=175218
1772549595.1420016_46798.mark-pc-ubuntu,U=221708
1772245402.39996_56756.mark-pc-ubuntu,U=56756
1772413552.454304_2318.mark-pc-ubuntu,U=103391
1772322700.161440_27575.mark-pc-ubuntu,U=96939
1772417707.454304_14544.mark-pc-ubuntu,U=115617
1772253043.39996_64287.mark-pc-ubuntu,U=64287
1772524584.1420016_26738.mark-pc-ubuntu,U=201648
1772514773.1420016_13815.mark-pc-ubuntu,U=188725
1772219438.39996_7369.mark-pc-ubuntu,U=7369
1772231118.39996_35527.mark-pc-ubuntu,U=35527
1772310307.161440_9281.mark-pc-ubuntu,U=78645
1772443732.732433_28478.mark-pc-ubuntu,U=153614
1772493735.732433_45095.mark-pc-ubuntu,U=170231
1772418063.454304_15944.mark-pc-ubuntu,U=117017
1772316507.161440_18170.mark-pc-ubuntu,U=87534
1772230397.39996_33574.mark-pc-ubuntu,U=33574
1772228773.39996_29891.mark-pc-ubuntu,U=29891
1772545558.1420016_44769.mark-pc-ubuntu,U=219679
1772417454.454304_13096.mark-pc-ubuntu,U=114169
1772425735.732433_5452.mark-pc-ubuntu,U=130588
1772432014.732433_14778.mark-pc-ubuntu,U=139914
1772534431.1420016_37395.mark-pc-ubuntu,U=212305
1772476516.732433_41565.mark-pc-ubuntu,U=166701
1772222037.39996_14315.mark-pc-ubuntu,U=14315
1772467436.732433_39216.mark-pc-ubuntu,U=164352
1772235416.39996_42544.mark-pc-ubuntu,U=42544
1772240736.39996_50863.mark-pc-ubuntu,U=50863
1772223355.39996_17648.mark-pc-ubuntu,U=17648
1772416303.454304_10424.mark-pc-ubuntu,U=111497
1772514687.1420016_13702.mark-pc-ubuntu,U=188612
1772222333.39996_14813.mark-pc-ubuntu,U=14813
1772317675.161440_19940.mark-pc-ubuntu,U=89304
1772223990.39996_20061.mark-pc-ubuntu,U=20061
1772324379.5014_846.mark-pc-ubuntu,U=99282
1772319756.161440_23345.mark-pc-ubuntu,U=92709
1772230549.39996_34012.mark-pc-ubuntu,U=34012
1772510145.1420016_7305.mark-pc-ubuntu,U=182215
1772433062.732433_16261.mark-pc-ubuntu,U=141397
1772259743.39996_67978.mark-pc-ubuntu,U=67978
1772510102.1420016_7239.mark-pc-ubuntu,U=182149
1772310658.161440_9729.mark-pc-ubuntu,U=79093
1772520998.1420016_22042.mark-pc-ubuntu,U=196952
1772423783.732433_1210.mark-pc-ubuntu,U=126346
1772424861.732433_3280.mark-pc-ubuntu,U=128416
1772237967.39996_46947.mark-pc-ubuntu,U=46947
1772228039.39996_27970.mark-pc-ubuntu,U=27970
1772307106.161440_4700.mark-pc-ubuntu,U=74064
1772413620.454304_3029.mark-pc-ubuntu,U=104102
1772426020.732433_6027.mark-pc-ubuntu,U=131163
1772499892.732433_46598.mark-pc-ubuntu,U=171734
1772518395.1420016_18736.mark-pc-ubuntu,U=193646
1772240328.39996_50393.mark-pc-ubuntu,U=50393
1772575750.1420016_56327.mark-pc-ubuntu,U=231237
1772249506.39996_61517.mark-pc-ubuntu,U=61517
1772316742.161440_18555.mark-pc-ubuntu,U=87919
1772223959.39996_19973.mark-pc-ubuntu,U=19973
1772417357.454304_12362.mark-pc-ubuntu,U=113435
1772226740.39996_24604.mark-pc-ubuntu,U=24604
1772413652.454304_3348.mark-pc-ubuntu,U=104421
1772231032.39996_35281.mark-pc-ubuntu,U=35281
1772220897.39996_13319.mark-pc-ubuntu,U=13319
1772422164.454304_23826.mark-pc-ubuntu,U=124899
1772449865.732433_32465.mark-pc-ubuntu,U=157601
1772226740.39996_24603.mark-pc-ubuntu,U=24603
1772316838.161440_18717.mark-pc-ubuntu,U=88081
1772320003.161440_23832.mark-pc-ubuntu,U=93196
1772260394.39996_68274.mark-pc-ubuntu,U=68274
1772224189.39996_20623.mark-pc-ubuntu,U=20623
1772228937.39996_30338.mark-pc-ubuntu,U=30338
1772307828.161440_5454.mark-pc-ubuntu,U=74818
1772524725.1420016_26943.mark-pc-ubuntu,U=201853
1772231333.39996_36029.mark-pc-ubuntu,U=36029
1772450366.732433_32732.mark-pc-ubuntu,U=157868
1772439075.732433_24023.mark-pc-ubuntu,U=149159
1772301510.161440_223.mark-pc-ubuntu,U=69587
1772225135.39996_22237.mark-pc-ubuntu,U=22237
1772417351.454304_12310.mark-pc-ubuntu,U=113383
1772430826.732433_13261.mark-pc-ubuntu,U=138397
1772255230.39996_65668.mark-pc-ubuntu,U=65668
1772224151.39996_20521.mark-pc-ubuntu,U=20521
1772465485.732433_38640.mark-pc-ubuntu,U=163776
1772530606.1420016_33888.mark-pc-ubuntu,U=208798
1772554357.1420016_48944.mark-pc-ubuntu,U=223854
1772261518.39996_68771.mark-pc-ubuntu,U=68771
1772249521.39996_61531.mark-pc-ubuntu,U=61531
1772223245.39996_17193.mark-pc-ubuntu,U=17193
1772532236.1420016_35492.mark-pc-ubuntu,U=210402
1772419816.454304_18838.mark-pc-ubuntu,U=119911
1772228338.39996_28632.mark-pc-ubuntu,U=28632
1772233447.39996_39148.mark-pc-ubuntu,U=39148
1772238868.39996_48451.mark-pc-ubuntu,U=48451
1772478279.732433_41974.mark-pc-ubuntu,U=167110
1772219380.39996_7095.mark-pc-ubuntu,U=7095
1772438411.732433_23246.mark-pc-ubuntu,U=148382
1772228307.39996_28563.mark-pc-ubuntu,U=28563
1772414090.454304_7493.mark-pc-ubuntu,U=108566
1772437951.732433_22652.mark-pc-ubuntu,U=147788
1772248120.39996_60143.mark-pc-ubuntu,U=60143
1772324476.5014_1019.mark-pc-ubuntu,U=99455
1772413463.454304_1365.mark-pc-ubuntu,U=102438
1772588602.2143882_2623.mark-pc-ubuntu,U=234494
1772463105.732433_37897.mark-pc-ubuntu,U=163033
1772226138.39996_23519.mark-pc-ubuntu,U=23519
1772236947.39996_45147.mark-pc-ubuntu,U=45147
1772486945.732433_43819.mark-pc-ubuntu,U=168955
1772530417.1420016_33705.mark-pc-ubuntu,U=208615
1772318781.161440_21285.mark-pc-ubuntu,U=90649
1772261831.39996_68903.mark-pc-ubuntu,U=68903
1772316482.161440_18136.mark-pc-ubuntu,U=87500
1772220280.39996_12231.mark-pc-ubuntu,U=12231
1772244740.39996_56001.mark-pc-ubuntu,U=56001
1772235926.39996_43345.mark-pc-ubuntu,U=43345
1772222468.39996_15274.mark-pc-ubuntu,U=15274
1772414289.454304_8182.mark-pc-ubuntu,U=109255
1772590169.2143882_3192.mark-pc-ubuntu,U=235063
1772231560.39996_36521.mark-pc-ubuntu,U=36521
1772222430.39996_15153.mark-pc-ubuntu,U=15153
1772309649.161440_8415.mark-pc-ubuntu,U=77779
1772527763.1420016_30689.mark-pc-ubuntu,U=205599
1772232620.39996_38083.mark-pc-ubuntu,U=38083
1772432530.732433_15512.mark-pc-ubuntu,U=140648
1772508693.1420016_5412.mark-pc-ubuntu,U=180322
1772504583.1420016_253.mark-pc-ubuntu,U=175163
1772319826.161440_23476.mark-pc-ubuntu,U=92840
1772249751.39996_61739.mark-pc-ubuntu,U=61739
1772249829.39996_61800.mark-pc-ubuntu,U=61800
1772451363.732433_33243.mark-pc-ubuntu,U=158379
1772502824.732433_48483.mark-pc-ubuntu,U=173619
1772248997.39996_61041.mark-pc-ubuntu,U=61041
1772517202.1420016_16933.mark-pc-ubuntu,U=191843
1772221879.39996_14191.mark-pc-ubuntu,U=14191
1772219929.39996_10790.mark-pc-ubuntu,U=10790
1772425370.732433_4510.mark-pc-ubuntu,U=129646
1772243094.39996_54035.mark-pc-ubuntu,U=54035
1772413506.454304_1859.mark-pc-ubuntu,U=102932
1772324269.5014_646.mark-pc-ubuntu,U=99082
1772518005.1420016_18196.mark-pc-ubuntu,U=193106
1772414559.454304_8776.mark-pc-ubuntu,U=109849
1772491368.732433_44665.mark-pc-ubuntu,U=169801
1772532064.1420016_35323.mark-pc-ubuntu,U=210233
1772521516.1420016_22809.mark-pc-ubuntu,U=197719
1772247263.39996_59215.mark-pc-ubuntu,U=59215
1772307846.161440_5472.mark-pc-ubuntu,U=74836
1772541550.1420016_42536.mark-pc-ubuntu,U=217446
1772228711.39996_29692.mark-pc-ubuntu,U=29692
1772439862.732433_24903.mark-pc-ubuntu,U=150039
1772223792.39996_19367.mark-pc-ubuntu,U=19367
1772437792.732433_22463.mark-pc-ubuntu,U=147599
1772524201.1420016_26157.mark-pc-ubuntu,U=201067
1772444725.732433_29241.mark-pc-ubuntu,U=154377
1772218651.39996_1813.mark-pc-ubuntu,U=1813
1772435104.732433_19135.mark-pc-ubuntu,U=144271
1772319673.161440_23185.mark-pc-ubuntu,U=92549
1772228503.39996_28932.mark-pc-ubuntu,U=28932
1772445444.732433_29766.mark-pc-ubuntu,U=154902
1772315075.161440_15884.mark-pc-ubuntu,U=85248
1772515490.1420016_14782.mark-pc-ubuntu,U=189692
1772236539.39996_44306.mark-pc-ubuntu,U=44306
1772243258.39996_54260.mark-pc-ubuntu,U=54260
1772506966.1420016_3151.mark-pc-ubuntu,U=178061
1772244214.39996_55439.mark-pc-ubuntu,U=55439
1772310121.161440_9053.mark-pc-ubuntu,U=78417
1772429151.732433_10559.mark-pc-ubuntu,U=135695
1772223489.39996_18156.mark-pc-ubuntu,U=18156
1772238267.39996_47438.mark-pc-ubuntu,U=47438
1772222248.39996_14634.mark-pc-ubuntu,U=14634
1772433058.732433_16256.mark-pc-ubuntu,U=141392
1772417668.454304_14339.mark-pc-ubuntu,U=115412
1772223675.39996_19016.mark-pc-ubuntu,U=19016
1772224168.39996_20571.mark-pc-ubuntu,U=20571
1772506796.1420016_2876.mark-pc-ubuntu,U=177786
1772454523.732433_34709.mark-pc-ubuntu,U=159845
1772239527.39996_49516.mark-pc-ubuntu,U=49516
1772414186.454304_7885.mark-pc-ubuntu,U=108958
1772417354.454304_12339.mark-pc-ubuntu,U=113412
1772452109.732433_33606.mark-pc-ubuntu,U=158742
1772460327.732433_36964.mark-pc-ubuntu,U=162100
1772532681.1420016_35922.mark-pc-ubuntu,U=210832
1772248199.39996_60229.mark-pc-ubuntu,U=60229
1772424401.732433_2390.mark-pc-ubuntu,U=127526
1772426133.732433_6206.mark-pc-ubuntu,U=131342
1772519756.1420016_20438.mark-pc-ubuntu,U=195348
1772222374.39996_14962.mark-pc-ubuntu,U=14962
1772219286.39996_6460.mark-pc-ubuntu,U=6460
1772467747.732433_39304.mark-pc-ubuntu,U=164440
1772238230.39996_47368.mark-pc-ubuntu,U=47368
1772429826.732433_11800.mark-pc-ubuntu,U=136936
1772249678.39996_61674.mark-pc-ubuntu,U=61674
1772246783.39996_58618.mark-pc-ubuntu,U=58618
1772414230.454304_8017.mark-pc-ubuntu,U=109090
1772521167.1420016_22287.mark-pc-ubuntu,U=197197
1772304808.161440_1645.mark-pc-ubuntu,U=71009
1772417312.454304_11938.mark-pc-ubuntu,U=113011
1772445034.732433_29469.mark-pc-ubuntu,U=154605
1772218786.39996_2740.mark-pc-ubuntu,U=2740
1772418580.454304_17153.mark-pc-ubuntu,U=118226
1772413700.454304_3876.mark-pc-ubuntu,U=104949
1772517022.1420016_16619.mark-pc-ubuntu,U=191529
1772307866.161440_5492.mark-pc-ubuntu,U=74856
1772220173.39996_11911.mark-pc-ubuntu,U=11911
1772425882.732433_5777.mark-pc-ubuntu,U=130913
1772413759.454304_4577.mark-pc-ubuntu,U=105650
1772438287.732433_23083.mark-pc-ubuntu,U=148219
1772228304.39996_28558.mark-pc-ubuntu,U=28558
1772442555.732433_27535.mark-pc-ubuntu,U=152671
1772413884.454304_6053.mark-pc-ubuntu,U=107126
1772511895.1420016_9867.mark-pc-ubuntu,U=184777
1772548287.1420016_46175.mark-pc-ubuntu,U=221085
1772226967.39996_25104.mark-pc-ubuntu,U=25104
1772305569.161440_2793.mark-pc-ubuntu,U=72157
1772222931.39996_16540.mark-pc-ubuntu,U=16540
1772243192.39996_54177.mark-pc-ubuntu,U=54177
1772564153.1420016_52663.mark-pc-ubuntu,U=227573
1772502240.732433_47890.mark-pc-ubuntu,U=173026
1772218975.39996_3941.mark-pc-ubuntu,U=3941
1772424274.732433_2186.mark-pc-ubuntu,U=127322
1772252675.39996_64036.mark-pc-ubuntu,U=64036
1772312866.161440_12922.mark-pc-ubuntu,U=82286
1772423461.732433_334.mark-pc-ubuntu,U=125470
1772246849.39996_58703.mark-pc-ubuntu,U=58703
1772327851.29350_907.mark-pc-ubuntu,U=100562
1772223243.39996_17184.mark-pc-ubuntu,U=17184
1772523552.1420016_25454.mark-pc-ubuntu,U=200364
1772316192.161440_17672.mark-pc-ubuntu,U=87036
1772557357.1420016_50144.mark-pc-ubuntu,U=225054
1772434236.732433_18016.mark-pc-ubuntu,U=143152
1772239244.39996_49079.mark-pc-ubuntu,U=49079
1772520343.1420016_21106.mark-pc-ubuntu,U=196016
1772451895.732433_33503.mark-pc-ubuntu,U=158639
1772471943.732433_40441.mark-pc-ubuntu,U=165577
1772241162.39996_51386.mark-pc-ubuntu,U=51386
1772237617.39996_46358.mark-pc-ubuntu,U=46358
1772246000.39996_57558.mark-pc-ubuntu,U=57558
1772228815.39996_30001.mark-pc-ubuntu,U=30001
1772235676.39996_42965.mark-pc-ubuntu,U=42965
1772531651.1420016_34895.mark-pc-ubuntu,U=209805
1772499660.732433_46457.mark-pc-ubuntu,U=171593
1772233588.39996_39299.mark-pc-ubuntu,U=39299
1772245722.39996_57140.mark-pc-ubuntu,U=57140
1772322273.161440_27087.mark-pc-ubuntu,U=96451
1772504568.1420016_236.mark-pc-ubuntu,U=175146
1772423861.732433_1381.mark-pc-ubuntu,U=126517
1772437882.732433_22572.mark-pc-ubuntu,U=147708
1772450136.732433_32609.mark-pc-ubuntu,U=157745
1772225147.39996_22252.mark-pc-ubuntu,U=22252
1772472789.732433_40657.mark-pc-ubuntu,U=165793
1772238712.39996_48183.mark-pc-ubuntu,U=48183
1772245644.39996_57040.mark-pc-ubuntu,U=57040
1772237179.39996_45614.mark-pc-ubuntu,U=45614
1772417900.454304_15354.mark-pc-ubuntu,U=116427
1772311253.161440_10432.mark-pc-ubuntu,U=79796
1772252440.39996_63878.mark-pc-ubuntu,U=63878
1772413706.454304_3923.mark-pc-ubuntu,U=104996
1772430101.732433_12254.mark-pc-ubuntu,U=137390
1772526611.1420016_29396.mark-pc-ubuntu,U=204306
1772473863.732433_40925.mark-pc-ubuntu,U=166061
1772234158.39996_40129.mark-pc-ubuntu,U=40129
1772428905.732433_10050.mark-pc-ubuntu,U=135186
1772425469.732433_4810.mark-pc-ubuntu,U=129946
1772231776.39996_36879.mark-pc-ubuntu,U=36879
1772418360.454304_16709.mark-pc-ubuntu,U=117782
1772218622.39996_1596.mark-pc-ubuntu,U=1596
1772305435.161440_2611.mark-pc-ubuntu,U=71975
1772229831.39996_31985.mark-pc-ubuntu,U=31985
1772413454.454304_1253.mark-pc-ubuntu,U=102326
1772532108.1420016_35369.mark-pc-ubuntu,U=210279
1772313980.161440_14570.mark-pc-ubuntu,U=83934
1772320751.161440_25086.mark-pc-ubuntu,U=94450
1772450761.732433_32937.mark-pc-ubuntu,U=158073
1772250980.39996_62771.mark-pc-ubuntu,U=62771
1772413604.454304_2885.mark-pc-ubuntu,U=103958
1772225695.39996_22929.mark-pc-ubuntu,U=22929
